GeneSymbol_EnsemblGeneID,alpha7G_Control_Male,alpha7G_Smoked_Male,alpha7E260A:G_Control_Male,alpha7E260A:G_Smoked_Male,alpha7G_C_Female,alpha7G_Smoked_Female,alpha7E260A:G_C_Female,alpha7E260A:G_Smoked_Female
1810006K21Rik_ENSMUSG00000036372.8,578,1670,534,658,839,1401,2544,1603
1810008A18Rik_ENSMUSG00000032977.7,96,185,131,98,168,158,205,125
1810009A15Rik_ENSMUSG00000071653.3,266,491,211,267,322,421,671,447
1810009J06Rik_ENSMUSG00000036996.5,0,0,0,0,0,0,0,0
1810011H11Rik_ENSMUSG00000041707.7,36,47,67,76,39,80,162,117
1810011O10Rik_ENSMUSG00000056313.4,67,117,57,46,71,139,33,56
1810012P15Rik_ENSMUSG00000072640.5,13,33,11,8,25,27,66,27
1810013D10Rik_ENSMUSG00000061461.6,89,121,68,60,103,129,162,94
1810013L24Rik_ENSMUSG00000022507.5,276,225,368,310,227,251,259,239
1810014F10Rik_ENSMUSG00000025466.11,63,199,69,86,101,113,237,182
1810019J16Rik_ENSMUSG00000037600.10,65,73,40,49,72,80,27,66
1810020D17Rik_ENSMUSG00000035642.9,116,204,76,82,183,225,182,133
1810022K09Rik_ENSMUSG00000078784.2,76,217,78,69,78,142,222,173
1810024B03Rik_ENSMUSG00000044145.2,0,0,0,0,0,0,0,0
1810026J23Rik_ENSMUSG00000048429.9,86,100,89,87,126,60,107,69
1810027O10Rik_ENSMUSG00000070394.4,410,1041,369,609,510,852,1442,1097
1810029B16Rik_ENSMUSG00000025591.5,64,81,41,76,73,107,137,110
1810030J14Rik_ENSMUSG00000026531.4,6,0,0,0,15,2,3,2
1810030N24Rik_ENSMUSG00000028295.8,96,181,51,78,110,159,152,150
1810030O07Rik_ENSMUSG00000044148.6,282,270,232,212,295,313,332,378
1810031K17Rik_ENSMUSG00000033159.7,1131,1045,1064,919,847,1065,1166,945
1810032O08Rik_ENSMUSG00000020812.11,45,44,55,78,42,41,64,106
1810033B17Rik_ENSMUSG00000013974.2,1528,2004,2162,2598,1829,2442,5661,4879
1810035L17Rik_ENSMUSG00000021040.9,240,612,205,238,341,484,804,532
1810037I17Rik_ENSMUSG00000054091.7,102,352,89,140,189,315,393,232
1810041L15Rik_ENSMUSG00000062760.4,0,0,2,0,0,0,0,0
1810043G02Rik_ENSMUSG00000020284.9,86,110,116,119,162,138,119,158
1810043H04Rik_ENSMUSG00000078572.2,61,161,54,56,100,166,209,99
1810046J19Rik_ENSMUSG00000002580.7,252,650,260,392,429,673,964,680
1810046K07Rik_ENSMUSG00000036027.4,7,2,0,4,1,18,6,1
1810048J11Rik_ENSMUSG00000034501.6,287,267,279,294,271,241,333,245
1810049H13Rik_ENSMUSG00000039670.2,49,45,29,44,73,54,67,53
1810055G02Rik_ENSMUSG00000035372.1,99,55,92,63,96,77,40,61
1810062G17Rik_ENSMUSG00000027713.5,5,5,2,8,9,18,8,1
1810063B05Rik_ENSMUSG00000051671.6,75,143,44,103,123,127,226,135
1810063B07Rik_ENSMUSG00000045107.4,128,146,79,113,133,184,165,171
1810064F22Rik_ENSMUSG00000090925.1,2,6,3,3,1,5,4,2
1810065E05Rik_ENSMUSG00000013653.2,0,0,1,3,0,0,3,2
1810074P20Rik_ENSMUSG00000040359.8,490,455,440,506,477,444,445,464
2010001E11Rik_ENSMUSG00000039339.3,0,0,0,0,0,0,0,0
2010001M09Rik_ENSMUSG00000024353.4,530,890,311,371,607,896,2154,471
2010002M12Rik_ENSMUSG00000067297.4,17,3,11,8,34,3,20,11
2010002N04Rik_ENSMUSG00000038059.6,62,71,54,43,84,65,68,61
2010003K11Rik_ENSMUSG00000042041.6,0,0,0,2,0,0,0,0
2010005H15Rik_ENSMUSG00000051949.5,1,0,0,0,0,3,8,0
2010007H06Rik_ENSMUSG00000044694.1,8,0,5,13,0,3,13,2
2010007H12Rik_ENSMUSG00000029725.4,112,240,121,166,186,204,262,164
2010011I20Rik_ENSMUSG00000027495.4,76,122,62,71,79,87,74,59
2010012O05Rik_ENSMUSG00000062376.7,22,41,27,35,52,31,38,42
2010015L04Rik_ENSMUSG00000042233.8,138,94,194,135,216,44,109,86
2010016I18Rik_ENSMUSG00000091575.1,2,6,4,5,1,0,0,5
2010106E10Rik_ENSMUSG00000025528.4,0,0,0,0,0,0,0,0
2010106G01Rik_ENSMUSG00000027366.6,831,668,1232,905,918,717,1115,867
2010107E04Rik_ENSMUSG00000021290.5,368,1328,362,484,739,956,1834,1164
2010107G12Rik_ENSMUSG00000029847.7,3,2,3,3,0,0,3,9
2010107G23Rik_ENSMUSG00000020083.6,31,32,20,40,39,41,21,26
2010107H07Rik_ENSMUSG00000058351.5,87,223,86,66,119,176,270,184
2010109A12Rik_ENSMUSG00000029384.4,3,5,3,5,3,0,21,5
2010109I03Rik_ENSMUSG00000063522.4,6,0,9,2,0,4,14,9
2010109K11Rik_ENSMUSG00000090946.1,20,32,18,28,63,29,21,42
2010110P09Rik_ENSMUSG00000030865.4,37,0,15,3,6,7,15,11
2010111I01Rik_ENSMUSG00000021458.9,122,170,168,178,144,156,184,172
2010300C02Rik_ENSMUSG00000026090.9,336,345,443,549,444,305,233,303
2010305A19Rik_ENSMUSG00000048351.8,63,99,70,53,68,70,89,88
2010317E24Rik_ENSMUSG00000026955.7,12,1,22,8,15,14,19,4
2010321M09Rik_ENSMUSG00000034263.6,268,314,279,180,348,189,288,193
2200002D01Rik_ENSMUSG00000030587.4,19,155,11,23,36,63,21,104
2200002J24Rik_ENSMUSG00000013083.7,0,0,0,0,0,0,0,0
2200002K05Rik_ENSMUSG00000031937.6,0,8,1,1,0,0,0,0
2210009G21Rik_ENSMUSG00000027281.9,35,38,38,26,11,21,42,38
2210010C04Rik_ENSMUSG00000029882.5,0,0,0,0,3,0,0,0
2210010C17Rik_ENSMUSG00000040498.6,17,29,18,24,24,18,40,46
2210011C24Rik_ENSMUSG00000074217.2,0,0,5,6,5,3,0,0
2210012G02Rik_ENSMUSG00000028619.9,169,167,171,148,231,165,202,130
2210016F16Rik_ENSMUSG00000021550.5,287,461,296,344,371,522,693,473
2210016L21Rik_ENSMUSG00000029559.8,184,230,119,174,198,231,209,173
2210018M11Rik_ENSMUSG00000035401.7,540,303,563,505,446,302,325,247
2210021J22Rik_ENSMUSG00000064284.6,111,186,75,145,191,196,258,224
2210404J11Rik_ENSMUSG00000036552.9,58,50,89,53,60,41,65,71
2210404O07Rik_ENSMUSG00000078439.3,37,50,35,30,52,52,82,41
2210404O09Rik_ENSMUSG00000078546.2,69,28,38,50,56,31,63,75
2210407C18Rik_ENSMUSG00000037145.8,0,0,3,0,0,0,0,6
2210408I21Rik_ENSMUSG00000071252.4,125,151,117,189,254,127,141,155
2210411K11Rik_ENSMUSG00000030431.6,36,70,28,32,60,77,126,39
2210415F13Rik_ENSMUSG00000013643.7,9,9,4,4,26,5,3,2
2210418O10Rik_ENSMUSG00000078894.3,0,0,0,0,0,0,0,0
2300002M23Rik_ENSMUSG00000039269.5,0,0,0,1,0,0,0,2
2300003K06Rik_ENSMUSG00000078257.1,0,0,0,0,0,0,0,0
2300005B03Rik_ENSMUSG00000075605.2,37,88,8,51,49,40,16,46
2300009A05Rik_ENSMUSG00000032403.6,41,103,36,48,66,94,97,65
2310001A20Rik_ENSMUSG00000033096.7,421,469,302,384,436,485,479,408
2310001H18Rik_ENSMUSG00000074433.3,0,0,0,0,0,0,0,0
2310001K24Rik_ENSMUSG00000053353.3,0,0,0,0,2,0,3,0
2310002J15Rik_ENSMUSG00000036731.6,0,12,1,0,1,0,0,6
2310002L09Rik_ENSMUSG00000028396.5,0,0,0,0,0,0,0,0
2310002L13Rik_ENSMUSG00000024512.2,0,0,0,0,0,0,0,0
2310003C23Rik_ENSMUSG00000027573.5,298,342,273,260,411,346,428,321
2310003F16Rik_ENSMUSG00000027245.5,587,1230,482,590,722,1211,1874,1169
2310003H01Rik_ENSMUSG00000025384.9,268,141,241,207,217,227,199,189
2310003L06Rik_ENSMUSG00000007457.3,0,0,0,0,0,0,0,0
2310003L22Rik_ENSMUSG00000027384.5,106,210,102,125,165,161,154,197
2310004I24Rik_ENSMUSG00000020910.10,302,388,265,306,409,354,438,425
2310004N24Rik_ENSMUSG00000020778.6,191,305,156,157,195,288,389,279
2310005G13Rik_ENSMUSG00000046748.7,0,0,0,0,0,0,0,0
2310006M14Rik_ENSMUSG00000087230.2,0,0,0,0,0,0,0,0
2310007B03Rik_ENSMUSG00000034159.6,203,247,153,150,287,237,149,145
2310007L24Rik_ENSMUSG00000009210.4,143,344,83,185,244,311,242,270
2310008H04Rik_ENSMUSG00000041974.8,356,208,308,246,297,186,298,170
2310008H09Rik_ENSMUSG00000030980.10,179,192,169,240,229,180,143,210
2310009B15Rik_ENSMUSG00000079283.1,22,51,17,12,27,27,40,31
2310010M20Rik_ENSMUSG00000046345.4,0,0,0,2,0,0,0,0
2310011J03Rik_ENSMUSG00000020133.8,164,256,153,152,127,195,208,202
2310014H01Rik_ENSMUSG00000034595.11,1514,1227,1604,1277,1388,1387,1514,1284
2310014L17Rik_ENSMUSG00000033967.4,2,0,4,5,5,4,0,5
2310015B20Rik_ENSMUSG00000019933.1,0,1,0,2,0,4,5,0
2310016C08Rik_ENSMUSG00000043421.8,86,167,69,73,133,167,142,103
2310016G11Rik_ENSMUSG00000070574.1,0,1,1,0,0,0,0,0
2310016M24Rik_ENSMUSG00000023020.2,209,605,211,272,344,453,570,367
2310021P13Rik_ENSMUSG00000021819.9,1232,742,1647,1243,813,817,658,737
2310022A10Rik_ENSMUSG00000049643.8,271,200,286,288,214,260,338,269
2310022B05Rik_ENSMUSG00000031983.6,85,58,89,56,115,74,29,48
2310028H24Rik_ENSMUSG00000028439.8,46,48,56,77,17,39,17,36
2310028O11Rik_ENSMUSG00000050608.5,412,1225,359,490,630,976,1463,1088
2310030G06Rik_ENSMUSG00000032062.1,79,142,55,41,124,130,74,88
2310030N02Rik_ENSMUSG00000050323.8,47,51,39,48,86,74,40,45
2310033E01Rik_ENSMUSG00000011632.6,0,2,0,2,0,1,0,1
2310033P09Rik_ENSMUSG00000020441.6,103,180,92,78,127,149,180,111
2310035C23Rik_ENSMUSG00000026319.6,429,271,471,360,300,202,324,301
2310035K24Rik_ENSMUSG00000068264.5,202,287,206,279,274,312,318,485
2310036O22Rik_ENSMUSG00000041203.8,437,990,427,543,713,952,978,542
2310037I24Rik_ENSMUSG00000022992.9,30,24,49,33,42,41,36,15
2310039H08Rik_ENSMUSG00000062619.5,28,150,43,42,33,114,91,70
2310042D19Rik_ENSMUSG00000078486.2,6,15,3,3,0,1,8,1
2310043J07Rik_ENSMUSG00000006143.6,1,7,0,0,0,2,10,1
2310044G17Rik_ENSMUSG00000034157.5,182,109,188,187,182,121,119,99
2310044H10Rik_ENSMUSG00000008140.10,403,705,377,492,470,615,539,480
2310045N01Rik_ENSMUSG00000002345.10,247,341,253,247,194,280,611,406
2310046A06Rik_ENSMUSG00000032355.8,0,0,0,0,1,0,0,0
2310046K01Rik_ENSMUSG00000027463.8,257,186,266,203,214,219,269,281
2310046O06Rik_ENSMUSG00000032305.8,63,55,71,48,73,62,84,34
2310047B19Rik_ENSMUSG00000051238.5,37,66,38,41,58,59,51,41
2310047M10Rik_ENSMUSG00000045176.2,119,164,123,132,149,140,178,104
2310050C09Rik_ENSMUSG00000090314.1,0,0,0,0,0,0,0,0
2310057J18Rik_ENSMUSG00000015519.6,0,0,0,0,0,0,0,0
2310057M21Rik_ENSMUSG00000040177.9,108,105,75,104,144,98,89,81
2310057N15Rik_ENSMUSG00000048830.2,0,0,0,0,0,0,0,0
2310061C15Rik_ENSMUSG00000014633.9,81,141,73,98,141,184,299,216
2310061I04Rik_ENSMUSG00000050705.9,168,282,171,215,215,241,268,234
2310061N02Rik_ENSMUSG00000050704.2,0,0,0,0,0,0,0,0
2310067B10Rik_ENSMUSG00000020747.11,756,398,878,817,732,546,469,463
2310079F23Rik_ENSMUSG00000029097.7,73,84,104,81,60,72,67,56
2310079G19Rik_ENSMUSG00000045331.2,0,0,0,0,0,0,0,0
2400001E08Rik_ENSMUSG00000030842.6,244,344,185,261,264,348,300,363
2400003C14Rik_ENSMUSG00000031729.4,962,889,889,946,1064,910,853,900
2410001C21Rik_ENSMUSG00000027502.5,771,861,796,796,965,839,1251,1002
2410002F23Rik_ENSMUSG00000045411.9,168,136,137,106,94,74,96,73
2410002I01Rik_ENSMUSG00000025377.8,148,144,202,178,78,113,149,99
2410002O22Rik_ENSMUSG00000021711.9,398,421,367,384,510,421,425,511
2410002O22Rik_ENSMUSG00000078936.1,40,81,21,28,35,36,46,41
2410003K15Rik_ENSMUSG00000029815.7,66,166,63,69,116,151,278,144
2410004A20Rik_ENSMUSG00000092622.1,3,0,8,2,0,6,0,4
2410004B18Rik_ENSMUSG00000036873.7,87,103,61,85,107,143,94,88
2410004P03Rik_ENSMUSG00000071398.1,190,422,215,308,475,453,265,345
2410012M07Rik_ENSMUSG00000090470.1,0,0,0,0,0,0,0,0
2410015M20Rik_ENSMUSG00000049760.5,506,1174,348,482,856,896,1406,974
2410016O06Rik_ENSMUSG00000046791.7,129,182,105,145,173,215,129,111
2410017I17Rik_ENSMUSG00000038311.7,0,5,0,0,0,0,0,0
2410017P09Rik_ENSMUSG00000073240.1,82,200,52,78,84,109,197,161
2410018M08Rik_ENSMUSG00000034173.7,30,32,46,17,43,24,15,31
2410022L05Rik_ENSMUSG00000031458.7,42,66,37,47,54,77,80,88
2410042D21Rik_ENSMUSG00000027132.3,141,99,127,159,183,172,156,190
2410066E13Rik_ENSMUSG00000038065.6,30,25,34,29,18,24,18,36
2410076I21Rik_ENSMUSG00000074269.3,12,9,9,49,29,10,12,8
2410089E03Rik_ENSMUSG00000039801.6,228,108,509,259,252,98,172,136
2410091C18Rik_ENSMUSG00000024082.4,267,349,201,237,347,273,314,395
2410124H12Rik_ENSMUSG00000051297.7,0,0,0,0,3,0,0,1
2410127L17Rik_ENSMUSG00000024726.9,21,38,4,4,30,36,0,1
2410131K14Rik_ENSMUSG00000032840.7,42,47,50,54,41,45,40,24
2410137M14Rik_ENSMUSG00000064308.4,0,0,0,0,0,4,0,1
2410141K09Rik_ENSMUSG00000074832.4,0,0,0,0,0,0,0,0
2500003M10Rik_ENSMUSG00000001017.9,632,690,583,572,624,671,542,597
2510002D24Rik_ENSMUSG00000071632.4,47,146,19,63,74,97,88,48
2510003E04Rik_ENSMUSG00000036955.8,466,418,444,432,576,492,441,547
2510006D16Rik_ENSMUSG00000028797.12,457,638,453,464,700,542,587,580
2510009E07Rik_ENSMUSG00000043391.8,39,34,49,46,36,33,12,35
2510012J08Rik_ENSMUSG00000034889.7,406,348,373,367,379,398,425,303
2510039O18Rik_ENSMUSG00000044496.6,629,565,741,717,659,619,548,651
2510046G10Rik_ENSMUSG00000066175.1,17,39,13,11,32,39,27,23
2510049J12Rik_ENSMUSG00000068011.4,1,1,0,1,0,0,0,1
2600006K01Rik_ENSMUSG00000039798.1,3,7,3,4,0,2,5,2
2610001J05Rik_ENSMUSG00000052419.6,306,466,264,272,331,452,590,519
2610002D18Rik_ENSMUSG00000078521.2,20,14,5,10,17,13,26,13
2610002I17Rik_ENSMUSG00000054836.7,44,50,29,27,61,34,52,35
2610002J02Rik_ENSMUSG00000073684.6,130,176,100,109,163,169,145,166
2610002M06Rik_ENSMUSG00000031242.6,122,165,139,212,208,162,277,251
2610008E11Rik_ENSMUSG00000060301.5,164,99,111,153,134,86,136,130
2610015P09Rik_ENSMUSG00000022701.9,260,194,216,261,325,231,230,177
2610017I09Rik_ENSMUSG00000060424.6,0,0,0,2,0,1,0,0
2610018G03Rik_ENSMUSG00000031112.4,288,265,208,209,395,275,239,206
2610019F03Rik_ENSMUSG00000050052.5,87,56,59,51,82,68,85,40
2610020H08Rik_ENSMUSG00000030924.9,117,67,164,131,77,97,102,68
2610021A01Rik_ENSMUSG00000091474.1,233,164,131,174,173,135,139,149
2610021K21Rik_ENSMUSG00000021176.4,26,13,7,21,32,24,12,8
2610024G14Rik_ENSMUSG00000036285.9,227,257,220,207,232,277,252,219
2610027L16Rik_ENSMUSG00000019297.7,333,363,299,247,321,343,478,271
2610028H24Rik_ENSMUSG00000009114.10,413,446,356,304,643,495,345,300
2610029G23Rik_ENSMUSG00000031226.7,217,339,145,206,405,385,625,457
2610029I01Rik_ENSMUSG00000028251.5,83,98,79,84,133,137,155,115
2610034B18Rik_ENSMUSG00000039043.5,95,162,126,101,175,169,133,169
2610034M16Rik_ENSMUSG00000024227.7,0,0,0,0,0,0,0,0
2610036A22Rik_ENSMUSG00000063245.5,5,8,11,9,11,3,8,12
2610039C10Rik_ENSMUSG00000022978.10,165,265,123,151,217,217,244,216
2610042L04Rik_ENSMUSG00000079388.3,2,4,0,0,0,0,0,0
2610044O15Rik_ENSMUSG00000066057.4,6,4,1,7,2,3,2,3
2610101N10Rik_ENSMUSG00000032407.7,1051,691,987,873,953,674,633,827
2610109H07Rik_ENSMUSG00000029005.4,0,1,0,0,0,0,0,0
2610203C20Rik_ENSMUSG00000074415.3,1,0,1,0,0,0,0,0
2610203C22Rik_ENSMUSG00000079671.2,1,9,6,3,5,2,0,13
2610301B20Rik_ENSMUSG00000059482.8,68,113,78,104,154,117,117,118
2610301G19Rik_ENSMUSG00000033712.5,720,545,673,650,608,590,401,547
2610303G11Rik_ENSMUSG00000046995.2,0,0,0,0,0,0,0,0
2610305D13Rik_ENSMUSG00000066000.5,11,15,9,13,9,1,11,10
2610318N02Rik_ENSMUSG00000049916.9,5,15,5,4,1,10,4,2
2610507B11Rik_ENSMUSG00000010277.7,2286,1066,3114,2025,1946,1201,1301,1191
2610524H06Rik_ENSMUSG00000072694.6,0,0,0,0,0,0,0,0
2610528E23Rik_ENSMUSG00000022748.6,79,155,52,76,85,95,125,131
2610528J11Rik_ENSMUSG00000028536.6,67,148,42,83,157,125,80,126
2700007P21Rik_ENSMUSG00000027122.8,148,105,119,145,120,115,136,174
2700029M09Rik_ENSMUSG00000038005.8,289,407,229,251,368,359,530,481
2700046A07Rik_ENSMUSG00000041789.6,0,0,0,0,0,2,0,0
2700049A03Rik_ENSMUSG00000034601.9,201,131,180,130,180,113,125,144
2700050L05Rik_ENSMUSG00000039990.7,362,189,355,324,282,179,329,161
2700060E02Rik_ENSMUSG00000021807.5,498,713,378,481,711,747,1264,756
2700062C07Rik_ENSMUSG00000024273.7,74,79,73,93,78,76,91,99
2700073G19Rik_ENSMUSG00000021041.7,1,0,0,0,1,0,0,0
2700078E11Rik_ENSMUSG00000033417.9,202,89,256,191,234,160,140,142
2700081O15Rik_ENSMUSG00000053080.8,44,54,63,51,50,49,17,23
2700089E24Rik_ENSMUSG00000072704.4,25,72,19,33,50,65,32,32
2700094K13Rik_ENSMUSG00000076437.4,304,556,187,281,359,444,613,465
2700097O09Rik_ENSMUSG00000062198.4,59,34,63,59,31,82,113,62
2810002N01Rik_ENSMUSG00000037787.6,135,259,135,163,187,270,302,228
2810004N23Rik_ENSMUSG00000031984.7,207,155,151,162,298,178,271,161
2810006K23Rik_ENSMUSG00000047635.6,67,71,68,40,86,86,70,113
2810007J24Rik_ENSMUSG00000030378.7,0,0,0,0,0,0,0,0
2810008M24Rik_ENSMUSG00000071180.4,256,287,154,209,341,277,213,396
2810021B07Rik_ENSMUSG00000012429.7,52,53,38,37,72,87,106,42
2810021J22Rik_ENSMUSG00000020491.8,64,45,92,72,66,57,36,32
2810025M15Rik_ENSMUSG00000049881.7,45,92,24,54,33,50,100,87
2810030E01Rik_ENSMUSG00000054074.9,27,3,16,13,8,9,17,10
2810032G03Rik_ENSMUSG00000037735.6,0,0,0,0,0,0,0,0
2810046L04Rik_ENSMUSG00000049504.10,214,106,214,154,150,139,84,123
2810055F11Rik_ENSMUSG00000019718.2,13,20,10,7,16,37,4,11
2810055G20Rik_ENSMUSG00000052450.4,0,0,1,0,0,3,0,0
2810055G20Rik_ENSMUSG00000090386.1,2,0,1,1,0,0,0,0
2810403A07Rik_ENSMUSG00000028060.9,639,396,583,530,571,408,446,369
2810405K02Rik_ENSMUSG00000029059.3,37,69,29,34,21,79,33,55
2810407A14Rik_ENSMUSG00000055972.4,0,0,0,0,0,0,0,0
2810407C02Rik_ENSMUSG00000075700.9,732,615,609,747,909,762,801,807
2810408A11Rik_ENSMUSG00000018570.10,31,14,19,23,11,27,22,21
2810408M09Rik_ENSMUSG00000039725.6,14,10,9,9,13,12,14,10
2810417H13Rik_ENSMUSG00000040204.6,40,18,36,26,45,54,66,57
2810422J05Rik_ENSMUSG00000055553.10,260,490,232,324,438,401,591,432
2810422O20Rik_ENSMUSG00000041396.7,92,105,62,62,95,82,131,100
2810428I15Rik_ENSMUSG00000058833.5,227,551,250,279,351,521,582,504
2810432D09Rik_ENSMUSG00000036114.3,153,328,127,124,175,235,264,187
2810432L12Rik_ENSMUSG00000039611.2,103,97,58,72,136,100,61,51
2810453I06Rik_ENSMUSG00000048910.9,116,100,116,148,144,89,90,64
2810453I06Rik_ENSMUSG00000083012.2,9,13,6,7,11,8,5,3
2810459M11Rik_ENSMUSG00000026227.5,1,2,0,1,4,4,0,2
2810474O19Rik_ENSMUSG00000032712.10,1563,902,1495,1394,1218,671,1018,912
2900006K08Rik_ENSMUSG00000057265.6,196,277,139,355,398,210,238,285
2900010M23Rik_ENSMUSG00000024208.9,320,771,251,322,467,748,930,613
2900011O08Rik_ENSMUSG00000044117.6,0,0,0,0,0,0,1,6
2900026A02Rik_ENSMUSG00000051339.8,21,26,34,36,39,18,4,16
2900055J20Rik_ENSMUSG00000071860.1,0,0,0,0,0,0,0,0
2900060B14Rik_ENSMUSG00000073596.1,0,0,0,0,3,0,0,1
2900064A13Rik_ENSMUSG00000055943.5,695,933,674,766,882,800,1447,1030
2900073G15Rik_ENSMUSG00000024048.8,1986,3279,2457,3108,2732,3421,6257,5001
2900092C05Rik_ENSMUSG00000030385.4,0,0,0,0,0,0,0,0
2900092E17Rik_ENSMUSG00000030680.2,155,212,151,180,179,224,236,185
2900097C17Rik_ENSMUSG00000067833.2,0,0,0,0,0,0,0,0
3010026O09Rik_ENSMUSG00000020381.4,42,33,18,23,63,37,44,57
3100002H09Rik_ENSMUSG00000051219.2,0,0,0,0,0,0,0,0
3110001D03Rik_ENSMUSG00000028398.8,180,290,136,150,204,300,416,251
3110001I22Rik_ENSMUSG00000079737.3,59,71,50,59,72,74,83,71
3110002H16Rik_ENSMUSG00000024410.8,879,885,912,1045,833,888,1078,1055
3110003A17Rik_ENSMUSG00000078453.2,455,911,359,461,746,799,1252,946
3110007F17Rik_ENSMUSG00000079450.4,1,12,1,3,1,1,0,1
3110009E18Rik_ENSMUSG00000026388.9,22,56,20,21,30,43,74,51
3110018I06Rik_ENSMUSG00000060375.2,0,0,0,0,0,0,0,0
3110021A11Rik_ENSMUSG00000050604.1,0,0,0,0,0,0,0,0
3110035E14Rik_ENSMUSG00000067879.3,0,0,0,0,0,0,0,0
3110039M20Rik_ENSMUSG00000089922.1,0,0,0,0,0,0,0,0
3110040N11Rik_ENSMUSG00000025102.8,116,226,92,116,175,218,231,199
3110043O21Rik_ENSMUSG00000028300.8,192,152,234,245,211,160,280,257
3110047P20Rik_ENSMUSG00000090061.2,4,8,10,4,8,0,0,14
3110052M02Rik_ENSMUSG00000035868.8,63,66,71,55,82,52,107,57
3110056O03Rik_ENSMUSG00000035206.8,245,248,314,303,229,229,146,237
3110057O12Rik_ENSMUSG00000037818.9,32,22,28,25,19,16,28,19
3110062M04Rik_ENSMUSG00000046806.7,44,36,39,33,42,50,17,33
3110070M22Rik_ENSMUSG00000074635.2,0,0,1,0,5,2,4,0
3110079O15Rik_ENSMUSG00000026258.4,0,0,0,0,0,0,0,4
3110082D06Rik_ENSMUSG00000042256.4,0,0,0,1,9,0,0,0
3110082I17Rik_ENSMUSG00000053553.7,99,95,83,73,125,81,150,107
3110082J24Rik_ENSMUSG00000086815.2,0,0,0,0,0,0,0,0
3200002M19Rik_ENSMUSG00000030649.10,76,86,58,80,71,93,96,97
3222401L13Rik_ENSMUSG00000073590.2,7,6,3,9,6,8,0,2
3230401D17Rik_ENSMUSG00000035399.6,59,56,32,56,42,60,66,61
3300002A11Rik_ENSMUSG00000033731.2,210,528,216,368,610,523,607,564
3300002I08Rik_ENSMUSG00000063364.4,5,0,7,4,1,6,8,4
3425401B19Rik_ENSMUSG00000071540.2,8,6,5,6,0,6,0,15
3632451O06Rik_ENSMUSG00000036242.7,29,70,54,97,58,68,20,64
3830403N18Rik_ENSMUSG00000031125.2,7,11,5,10,4,8,3,13
3830406C13Rik_ENSMUSG00000033111.8,63,74,49,55,49,71,65,71
3830408C21Rik_ENSMUSG00000071181.1,0,0,0,0,0,0,0,0
3830417A13Rik_ENSMUSG00000031179.8,0,0,0,0,3,0,0,0
3830431G21Rik_ENSMUSG00000066438.6,67,32,27,15,109,37,3,25
3930402G23Rik_ENSMUSG00000038917.3,0,0,0,0,0,0,0,0
4430402I18Rik_ENSMUSG00000064202.7,135,131,81,68,298,166,58,57
4632404H12Rik_ENSMUSG00000042579.1,14,3,23,11,14,2,3,14
4632411B12Rik_ENSMUSG00000010453.5,470,252,554,466,347,332,288,251
4632415K11Rik_ENSMUSG00000034105.7,76,66,91,88,84,83,32,82
4632415L05Rik_ENSMUSG00000048106.4,13,11,11,11,17,7,9,14
4632428N05Rik_ENSMUSG00000020101.7,1204,771,1279,1143,719,933,1071,1046
4632433K11Rik_ENSMUSG00000063757.3,4,0,6,12,11,2,0,5
4632434I11Rik_ENSMUSG00000030641.8,41,45,44,66,36,8,47,50
4731417B20Rik_ENSMUSG00000046548.2,0,0,0,0,0,0,0,0
4732415M23Rik_ENSMUSG00000048478.6,22,68,12,23,65,59,45,52
4732418C07Rik_ENSMUSG00000034210.7,410,264,469,417,382,327,347,291
4732440D04Rik_ENSMUSG00000073741.1,0,0,0,0,0,0,0,2
4732456N10Rik_ENSMUSG00000048699.4,0,0,0,0,0,0,0,0
4732465J04Rik_ENSMUSG00000071107.3,1,6,1,2,2,2,0,2
4732471D19Rik_ENSMUSG00000043183.11,120,107,142,89,92,74,100,71
4732471J01Rik_ENSMUSG00000053714.7,3,0,3,1,0,0,0,1
4831426I19Rik_ENSMUSG00000054150.5,182,72,361,137,106,79,155,80
4832428D23Rik_ENSMUSG00000046828.3,0,0,0,0,0,0,5,0
4833403I15Rik_ENSMUSG00000024481.4,2,8,3,1,2,9,0,5
4833420G17Rik_ENSMUSG00000062822.7,535,461,462,488,460,482,469,385
4833422F24Rik_ENSMUSG00000027670.4,4,3,10,2,5,3,11,2
4833423E24Rik_ENSMUSG00000075217.1,0,6,1,0,7,0,12,0
4833424O15Rik_ENSMUSG00000033342.7,0,0,0,1,0,0,0,0
4833427G06Rik_ENSMUSG00000032057.7,198,304,167,244,413,339,363,320
4833439L19Rik_ENSMUSG00000025871.11,351,350,304,298,273,292,276,321
4833442J19Rik_ENSMUSG00000039958.10,224,385,159,229,306,307,253,316
4921501E09Rik_ENSMUSG00000023350.4,0,0,0,0,0,0,0,0
4921504E06Rik_ENSMUSG00000026734.8,3,0,0,0,0,0,4,0
4921507P07Rik_ENSMUSG00000029828.4,20,8,9,11,13,12,21,9
4921508M14Rik_ENSMUSG00000052376.2,0,0,0,0,0,0,0,0
4921509C19Rik_ENSMUSG00000061525.2,0,0,0,0,0,0,0,0
4921510H08Rik_ENSMUSG00000047025.4,0,0,0,0,0,0,0,0
4921511C20Rik_ENSMUSG00000049815.3,0,0,0,0,0,0,0,0
4921511H03Rik_ENSMUSG00000040514.5,0,0,0,0,0,0,0,0
4921511M17Rik_ENSMUSG00000067208.4,0,0,0,0,0,0,0,0
